id,custom_label_0,custom_label_1,excluded_destination
№ 12/28,100-200,online_only,"Free_local_listings,Local_inventory_ads"
8200,до-20,online_only,"Free_local_listings,Local_inventory_ads"
ВА-3097,до-20,online_only,"Free_local_listings,Local_inventory_ads"
TR1,до-20,online_only,"Free_local_listings,Local_inventory_ads"
3828 прозора,50-100,online_only,"Free_local_listings,Local_inventory_ads"
ВВ-3883,20-50,online_only,"Free_local_listings,Local_inventory_ads"
28153,200+,online_only,"Free_local_listings,Local_inventory_ads"
Срібний,100-200,online_only,"Free_local_listings,Local_inventory_ads"
165678 Чорний,50-100,online_only,"Free_local_listings,Local_inventory_ads"
65(4),20-50,online_only,"Free_local_listings,Local_inventory_ads"
Асорті 3.5-2.5,до-20,online_only,"Free_local_listings,Local_inventory_ads"
24373,до-20,online_only,"Free_local_listings,Local_inventory_ads"
64(5),20-50,online_only,"Free_local_listings,Local_inventory_ads"
27274,100-200,online_only,"Free_local_listings,Local_inventory_ads"
6/0 25,до-20,online_only,"Free_local_listings,Local_inventory_ads"
6/0 150,до-20,online_only,"Free_local_listings,Local_inventory_ads"
6/0 147,100-200,online_only,"Free_local_listings,Local_inventory_ads"
чорно-білі,до-20,online_only,"Free_local_listings,Local_inventory_ads"
ВВ-42-81,20-50,online_only,"Free_local_listings,Local_inventory_ads"
Шпилька 8 см.,до-20,online_only,"Free_local_listings,Local_inventory_ads"
860,100-200,online_only,"Free_local_listings,Local_inventory_ads"
RDM46-3,до-20,online_only,"Free_local_listings,Local_inventory_ads"
2423,до-20,online_only,"Free_local_listings,Local_inventory_ads"
207309,до-20,online_only,"Free_local_listings,Local_inventory_ads"
779,20-50,online_only,"Free_local_listings,Local_inventory_ads"
РК-5,100-200,online_only,"Free_local_listings,Local_inventory_ads"
212792,до-20,online_only,"Free_local_listings,Local_inventory_ads"
108385,до-20,online_only,"Free_local_listings,Local_inventory_ads"
061950,200+,online_only,"Free_local_listings,Local_inventory_ads"
186482 чорний мат.,100-200,online_only,"Free_local_listings,Local_inventory_ads"
199826,до-20,online_only,"Free_local_listings,Local_inventory_ads"
Лососивий.,100-200,online_only,"Free_local_listings,Local_inventory_ads"
33 тх-36,до-20,online_only,"Free_local_listings,Local_inventory_ads"
Метелики,20-50,online_only,"Free_local_listings,Local_inventory_ads"
12/0 № 555,20-50,online_only,"Free_local_listings,Local_inventory_ads"
430-6,50-100,online_only,"Free_local_listings,Local_inventory_ads"
Квіточка кольо.,до-20,online_only,"Free_local_listings,Local_inventory_ads"
s-4 чорні матові,до-20,online_only,"Free_local_listings,Local_inventory_ads"
193855 Глянець,100-200,online_only,"Free_local_listings,Local_inventory_ads"
матова срібло,50-100,online_only,"Free_local_listings,Local_inventory_ads"
215298,до-20,online_only,"Free_local_listings,Local_inventory_ads"
Дві квітки,50-100,online_only,"Free_local_listings,Local_inventory_ads"
А-37 коричневий,50-100,online_only,"Free_local_listings,Local_inventory_ads"
27069,до-20,online_only,"Free_local_listings,Local_inventory_ads"
Коричнева.2006 0701,до-20,online_only,"Free_local_listings,Local_inventory_ads"
211276,до-20,online_only,"Free_local_listings,Local_inventory_ads"
188103,до-20,online_only,"Free_local_listings,Local_inventory_ads"
Бантик 3 см.,до-20,online_only,"Free_local_listings,Local_inventory_ads"
091348,50-100,online_only,"Free_local_listings,Local_inventory_ads"
Срібна 7 см.,до-20,online_only,"Free_local_listings,Local_inventory_ads"
1256,100-200,online_only,"Free_local_listings,Local_inventory_ads"
154344 чорна-велика,до-20,online_only,"Free_local_listings,Local_inventory_ads"
А 80/80,до-20,online_only,"Free_local_listings,Local_inventory_ads"
64791,100-200,online_only,"Free_local_listings,Local_inventory_ads"
26628,до-20,online_only,"Free_local_listings,Local_inventory_ads"
Довга плоска 8.5 см.,до-20,online_only,"Free_local_listings,Local_inventory_ads"
Зі стразами метелик 6 см.,50-100,online_only,"Free_local_listings,Local_inventory_ads"
Ассорти,до-20,online_only,"Free_local_listings,Local_inventory_ads"
6/0 21,100-200,online_only,"Free_local_listings,Local_inventory_ads"
2.2 см. 6 м.(50 LED) Кулька,200+,online_only,"Free_local_listings,Local_inventory_ads"
ВВ-4119,20-50,online_only,"Free_local_listings,Local_inventory_ads"
27241,100-200,online_only,"Free_local_listings,Local_inventory_ads"
Рожеві 30 шт.,до-20,online_only,"Free_local_listings,Local_inventory_ads"
Тік-так асорті. жовтий.,до-20,online_only,"Free_local_listings,Local_inventory_ads"
P 9 L,100-200,online_only,"Free_local_listings,Local_inventory_ads"
LOVE,до-20,online_only,"Free_local_listings,Local_inventory_ads"
26697,до-20,online_only,"Free_local_listings,Local_inventory_ads"
Червона панама,50-100,online_only,"Free_local_listings,Local_inventory_ads"
4027,до-20,online_only,"Free_local_listings,Local_inventory_ads"
Біла.,до-20,online_only,"Free_local_listings,Local_inventory_ads"
А 60,до-20,online_only,"Free_local_listings,Local_inventory_ads"
А 29,50-100,online_only,"Free_local_listings,Local_inventory_ads"
Бантик чорн.,до-20,online_only,"Free_local_listings,Local_inventory_ads"
28132,200+,online_only,"Free_local_listings,Local_inventory_ads"
28154,до-20,online_only,"Free_local_listings,Local_inventory_ads"
2501В,до-20,online_only,"Free_local_listings,Local_inventory_ads"
Стрази,50-100,online_only,"Free_local_listings,Local_inventory_ads"
матова хром,50-100,online_only,"Free_local_listings,Local_inventory_ads"
Робок 50шт. Кольорова-темна.,до-20,online_only,"Free_local_listings,Local_inventory_ads"
Іграшки з ДВП,до-20,online_only,"Free_local_listings,Local_inventory_ads"
40-92,до-20,online_only,"Free_local_listings,Local_inventory_ads"
6/0 29 В,100-200,online_only,"Free_local_listings,Local_inventory_ads"
6/0 29В,до-20,online_only,"Free_local_listings,Local_inventory_ads"
7.5 см.цв.,до-20,online_only,"Free_local_listings,Local_inventory_ads"
11061,100-200,online_only,"Free_local_listings,Local_inventory_ads"
Крапля,до-20,online_only,"Free_local_listings,Local_inventory_ads"
Серце,20-50,online_only,"Free_local_listings,Local_inventory_ads"
СА Фіолетова,50-100,online_only,"Free_local_listings,Local_inventory_ads"
159905,до-20,online_only,"Free_local_listings,Local_inventory_ads"
186475,100-200,online_only,"Free_local_listings,Local_inventory_ads"
27897,до-20,online_only,"Free_local_listings,Local_inventory_ads"
27528,200+,online_only,"Free_local_listings,Local_inventory_ads"
188141 Квіточка ч.,до-20,online_only,"Free_local_listings,Local_inventory_ads"
25156,100-200,online_only,"Free_local_listings,Local_inventory_ads"
27938,до-20,online_only,"Free_local_listings,Local_inventory_ads"
Р45-5 Клевер,20-50,online_only,"Free_local_listings,Local_inventory_ads"
8592А,20-50,online_only,"Free_local_listings,Local_inventory_ads"
обруч із перлинками.,100-200,online_only,"Free_local_listings,Local_inventory_ads"
34770,100-200,online_only,"Free_local_listings,Local_inventory_ads"
28073,50-100,online_only,"Free_local_listings,Local_inventory_ads"
№6,20-50,online_only,"Free_local_listings,Local_inventory_ads"
Чорна,50-100,online_only,"Free_local_listings,Local_inventory_ads"
матова коричнева,50-100,online_only,"Free_local_listings,Local_inventory_ads"
46476,100-200,online_only,"Free_local_listings,Local_inventory_ads"
1240,100-200,online_only,"Free_local_listings,Local_inventory_ads"
50-64,20-50,online_only,"Free_local_listings,Local_inventory_ads"
BKR-8,20-50,online_only,"Free_local_listings,Local_inventory_ads"
К-4,100-200,online_only,"Free_local_listings,Local_inventory_ads"
Червона стрічка.,100-200,online_only,"Free_local_listings,Local_inventory_ads"
ВА-3096,до-20,online_only,"Free_local_listings,Local_inventory_ads"
глянець рожева,50-100,online_only,"Free_local_listings,Local_inventory_ads"
217599,до-20,online_only,"Free_local_listings,Local_inventory_ads"
210354,100-200,online_only,"Free_local_listings,Local_inventory_ads"
Трикутна,20-50,online_only,"Free_local_listings,Local_inventory_ads"
Малютка коричнева 2 см.,до-20,online_only,"Free_local_listings,Local_inventory_ads"
27210,до-20,online_only,"Free_local_listings,Local_inventory_ads"
50-73 хамелеон подвійний,50-100,online_only,"Free_local_listings,Local_inventory_ads"
MY 81915,до-20,online_only,"Free_local_listings,Local_inventory_ads"
1031,100-200,online_only,"Free_local_listings,Local_inventory_ads"
Чорна на планшетці 6 см.,до-20,online_only,"Free_local_listings,Local_inventory_ads"
24631,20-50,online_only,"Free_local_listings,Local_inventory_ads"
199734 срібло,20-50,online_only,"Free_local_listings,Local_inventory_ads"
1 рік Дівчинки.Медвежа,до-20,online_only,"Free_local_listings,Local_inventory_ads"
173291 С,50-100,online_only,"Free_local_listings,Local_inventory_ads"
28120,100-200,online_only,"Free_local_listings,Local_inventory_ads"
к-127,200+,online_only,"Free_local_listings,Local_inventory_ads"
12/0 № 548,20-50,online_only,"Free_local_listings,Local_inventory_ads"
Робок 50шт. Кольорова,до-20,online_only,"Free_local_listings,Local_inventory_ads"
27717,100-200,online_only,"Free_local_listings,Local_inventory_ads"
Довга матова 8.5 см.,до-20,online_only,"Free_local_listings,Local_inventory_ads"
45-1,20-50,online_only,"Free_local_listings,Local_inventory_ads"
34725,100-200,online_only,"Free_local_listings,Local_inventory_ads"
Голуба,50-100,online_only,"Free_local_listings,Local_inventory_ads"
Дзвіночок,50-100,online_only,"Free_local_listings,Local_inventory_ads"
ВВ-3671,20-50,online_only,"Free_local_listings,Local_inventory_ads"
№30 Яскраві,до-20,online_only,"Free_local_listings,Local_inventory_ads"
22-17,50-100,online_only,"Free_local_listings,Local_inventory_ads"
ВА-4033 Ланцюжок,до-20,online_only,"Free_local_listings,Local_inventory_ads"
1027,100-200,online_only,"Free_local_listings,Local_inventory_ads"
216714,50-100,online_only,"Free_local_listings,Local_inventory_ads"
12/0 123,100-200,online_only,"Free_local_listings,Local_inventory_ads"
